Absorption (K-edge) for mids: mvc-13391,mp-554278,mp-390,mp-34688,mp-1840,mp-1439,mp-775938,mp-2657,mp-777129,mp-553432,mp-754769,mp-9173,mvc-12404,mp-430,mp-849533,mp-756587,mvc-12466,mvc-11600,mvc-5171,mvc-9726,mvc-4715,mp-636827,mp-1008677,mp-655656,mp-572822; elements: Ti; smoothing fwhm: 0.0 eV.
Spectra (before any smoothing) are 3rd-order spline interpolations ranged over the intersection of E-axis ranges of site spectra.
mp-1008677 Ti K-edge		mp-1439 Ti K-edge		mp-1840 Ti K-edge		mp-2657 Ti K-edge		mp-34688 Ti K-edge		mp-390 Ti K-edge		mp-430 Ti K-edge		mp-553432 Ti K-edge		mp-554278 Ti K-edge		mp-572822 Ti K-edge		mp-636827 Ti K-edge		mp-655656 Ti K-edge		mp-754769 Ti K-edge		mp-756587 Ti K-edge		mp-775938 Ti K-edge		mp-777129 Ti K-edge		mp-849533 Ti K-edge		mp-9173 Ti K-edge		mvc-11600 Ti K-edge		mvc-12404 Ti K-edge		mvc-12466 Ti K-edge		mvc-13391 Ti K-edge		mvc-4715 Ti K-edge		mvc-5171 Ti K-edge		mvc-9726 Ti K-edge	
E (eV)	mu	E (eV)	mu	E (eV)	mu	E (eV)	mu	E (eV)	mu	E (eV)	mu	E (eV)	mu	E (eV)	mu	E (eV)	mu	E (eV)	mu	E (eV)	mu	E (eV)	mu	E (eV)	mu	E (eV)	mu	E (eV)	mu	E (eV)	mu	E (eV)	mu	E (eV)	mu	E (eV)	mu	E (eV)	mu	E (eV)	mu	E (eV)	mu	E (eV)	mu	E (eV)	mu	E (eV)	mu
4967.704	0.010585791579080892	4967.451	0.013716439708637642	4967.456	0.012260218177804918	4967.497	0.009690182364771253	4967.429	0.011861438584484983	4967.378	0.011882534856767012	4967.671	0.011534140071430856	4966.523	0.02336344038705531	4967.312	0.01615625073080299	4966.847	0.027824869388626865	4967.114	0.025177260188652528	4967.114	0.02528008632617986	4967.595	0.011347271077817335	4967.824	0.010788247826170114	4967.467	0.011092969620400225	4966.496	0.02445255089353467	4967.764	0.013577043597109432	4967.552	0.012035148179595096	4967.843	0.009605569848523308	4967.557	0.011305802461462865	4967.862	0.010729254842891561	4966.76	0.015826669511254315	4967.658	0.01943290613930646	4967.837	0.015798710877319055	4967.802	0.016477646741969873
4967.981201005025	0.011557841591365338	4967.728195979899	0.014986595582045384	4967.733201005025	0.013330097007441035	4967.774201005025	0.010421108918332676	4967.706201005025	0.01284812700298089	4967.655195979899	0.012888509330560216	4967.948201005025	0.012571860859023072	4966.800201005025	0.026250190674883687	4967.588884422111	0.017841215713407212	4967.121587939699	0.03176060567538393	4967.391180904522	0.02827265975683116	4967.391155778894	0.028372605983440477	4967.871447236181	0.012309489482050157	4968.0994170854265	0.011603149288584509	4967.744170854271	0.011975871510568665	4966.7728442211055	0.02754181706419342	4968.039336683417	0.014875339445391619	4967.829195979899	0.013023880438872992	4968.120195979899	0.010450498771085946	4967.834201005025	0.012212548489482397	4968.139130653266	0.01155101523416641	4967.0371959798995	0.016998379177495977	4967.932271356784	0.022202589449957105	4968.109949748744	0.017565146690456303	4968.075246231156	0.01838957256203078
4968.25840201005	0.012761366910517704	4968.005391959799	0.016547649574274806	4968.010402010051	0.01464416593616127	4968.051402010051	0.011308303987884996	4967.983402010051	0.014055268892668796	4967.932391959799	0.014116417239143324	4968.225402010051	0.013851211038191197	4967.077402010051	0.02990611277947225	4967.865768844221	0.019953975930770286	4967.396175879397	0.036977251918345666	4967.668361809045	0.03216445719341541	4967.668311557789	0.03227707511347585	4968.147894472362	0.01350111225668525	4968.374834170854	0.012594320590854078	4968.021341708542	0.0130463199427504	4967.049688442211	0.03155139777322129	4968.3146733668345	0.01650688699440231	4968.106391959799	0.014223052136587916	4968.397391959799	0.011477051240617339	4968.11140201005	0.013306129868245824	4968.416261306533	0.01254442798200301	4967.3143919598	0.01838623611254295	4968.2065427135685	0.025996578000298042	4968.382899497488	0.01991471638092473	4968.348492462311	0.020937444768035506
4968.535603015075	0.014360308945901882	4968.282587939699	0.018595984230339358	4968.287603015076	0.016360858257605044	4968.328603015076	0.01244712163461986	4968.2606030150755	0.015616871548544103	4968.209587939698	0.015704314885375648	4968.502603015076	0.015531750567222523	4967.354603015076	0.0349270778418454	4968.142653266332	0.02278359278732492	4967.670763819096	0.044364658416298074	4967.945542713567	0.037427207795685744	4967.945467336683	0.037557290584562954	4968.424341708543	0.015045479850778722	4968.650251256281	0.013862299698179387	4968.298512562814	0.014420158576814711	4967.326532663316	0.037144569439478275	4968.590010050251	0.01865290821259098	4968.383587939698	0.015753502895792058	4968.6745879396985	0.012810599153840484	4968.388603015075	0.014699225293889192	4968.693391959799	0.01381710078381835	4967.591587939699	0.020114412207055208	4968.480814070352	0.03149404127522409	4968.655849246232	0.02325142149563189	4968.621738693467	0.024558054769521172
4968.8128040201	0.01654812548998833	4968.559783919598	0.021362944276136754	4968.5648040201	0.018663949654933065	4968.605804020101	0.013949033624115403	4968.5378040201	0.017689143326112773	4968.486783919598	0.01781129718422511	4968.7798040201005	0.017798836031187176	4967.6318040201	0.04202544753376176	4968.419537688442	0.02668561246387049	4967.945351758794	0.0554061768414328	4968.22272361809	0.044733880792754435	4968.222623115577	0.04487487868771447	4968.700788944724	0.017116184332483634	4968.925668341708	0.015549073837975984	4968.575683417085	0.0162313862745125	4967.603376884422	0.045201349378367936	4968.865346733668	0.02159360457064678	4968.660783919598	0.01775667434121308	4968.951783919598	0.01459750087070404	4968.6658040201	0.01652293049892161	4968.970522613065	0.015495624122578454	4967.868783919598	0.022324557791982926	4968.755085427136	0.04006997374023724	4968.928798994975	0.028355567443717256	4968.894984924623	0.030068228416370413
4969.090005025126	0.01972741474726606	4968.836979899497	0.02532793196716882	4968.842005025126	0.021921724413417325	4968.883005025126	0.016041139937341378	4968.815005025126	0.020587383866705174	4968.763979899497	0.020747867556881825	4969.057005025126	0.02102575953323633	4967.909005025126	0.05274437362841991	4968.696422110553	0.03239112120631363	4968.219939698492	0.07318367649843495	4968.499904522612	0.055450759014566815	4968.499778894472	0.055571953268909936	4968.977236180905	0.0200609527580523	4969.201085427136	0.01792771731317595	4968.852854271357	0.018742073354965198	4967.880221105528	0.057634496340847816	4969.140683417086	0.025876132195137052	4968.937979899497	0.020518851623217347	4969.228979899497	0.01713257074938085	4968.943005025126	0.019038529836314606	4969.247653266331	0.01783390715898954	4968.145979899497	0.02528127751037218	4969.02935678392	0.05455315781663927	4969.201748743719	0.0366485214947708	4969.168231155779	0.0391205840910861
4969.367206030151	0.024667657982957537	4969.114175879397	0.031411242635965106	4969.119206030151	0.02691885403629265	4969.160206030151	0.01917942114524804	4969.092206030151	0.02493802833768617	4969.041175879397	0.02515950264815347	4969.334206030151	0.026012402953826723	4968.186206030151	0.07019353392513394	4968.973306532664	0.04139488263217383	4968.49452763819	0.1041634309724856	4968.777085427136	0.0723360309942154	4968.776934673367	0.07254625111152214	4969.253683417086	0.02458635669328399	4969.476502512563	0.021541991502588693	4969.130025125628	0.022470220452518987	4968.1570653266335	0.07842013994011664	4969.4160201005025	0.032628028487515406	4969.215175879397	0.02458468077497928	4969.506175879397	0.02096412673576436	4969.220206030151	0.022729068439475083	4969.524783919598	0.021337928137172158	4968.423175879398	0.02944543041461693	4969.303628140704	0.08078928892676639	4969.474698492463	0.04910724537586697	4969.441477386934	0.053633149782378035
4969.644407035175	0.03313821292593396	4969.391371859297	0.041714718265697816	4969.396407035176	0.03515718363337161	4969.437407035176	0.02429594503634734	4969.369407035176	0.03200819399327568	4969.318371859296	0.03224738724003298	4969.611407035176	0.034296064330507886	4968.463407035176	0.10158269197954513	4969.250190954774	0.05688075214738828	4968.769115577889	0.15774553387383355	4969.054266331658	0.10129865114136492	4969.054090452261	0.10140659150598004	4969.5301306532665	0.03214789662933762	4969.751919597989	0.027490514764212597	4969.407195979899	0.028463104157295895	4968.433909547739	0.11667410493909523	4969.69135678392	0.04401628199299302	4969.492371859296	0.031104628102895354	4969.7833718592965	0.02739287353193585	4969.4974070351755	0.02866821281308475	4969.801914572864	0.027074100892527726	4968.700371859297	0.03587952990980944	4969.577899497488	0.12149329751815297	4969.747648241207	0.06346358705016003	4969.71472361809	0.07138738005295196
4969.921608040201	0.048672612488266966	4969.668567839196	0.060082550351897815	4969.6736080402015	0.05008167199767785	4969.714608040202	0.03333898203339104	4969.6466080402015	0.04447398728159722	4969.595567839196	0.04477386353926998	4969.888608040202	0.04930131305394207	4968.740608040202	0.15856627371199705	4969.527075376885	0.08530054714221369	4969.043703517587	0.23552052223528372	4969.331447236181	0.15424591497896484	4969.331246231155	0.1544936470697709	4969.806577889448	0.045279365236284945	4970.027336683416	0.03707147644094282	4969.684366834171	0.038962494966417224	4968.710753768844	0.1870430480703238	4969.966693467337	0.0622248965554313	4969.769567839196	0.04227929854742613	4970.060567839196	0.03871974729099118	4969.774608040201	0.038823415398535746	4970.079045226131	0.037134761507137355	4968.977567839196	0.046494273103839044	4969.852170854272	0.16023740509255285	4970.02059798995	0.08072696196829086	4969.987969849246	0.09032567454018979
