Absorption (K-edge) for mids: mp-19091; elements: Cr; smoothing fwhm: 0.0 eV.
Spectra (before any smoothing) are 3rd-order spline interpolations ranged over the intersection of E-axis ranges of site spectra.
mp-19091 Cr K-edge	
E (eV)	mu
6042.935472361809	0.45178887368066356
6043.212668341709	0.4588618985084163
6043.489864321608	0.46622412988903345
6043.767060301508	0.47383734593161075
6044.044256281407	0.4816412695466781
6044.321452261307	0.4895702781588973
6044.598648241206	0.4975587468475702
6044.875844221106	0.505532972657059
6045.153040201005	0.5133931023594623
6045.430236180905	0.5210340007412412
6045.707432160804	0.528350540507041
6045.9846281407035	0.5352509042883116
6046.261824120603	0.5416837916814908
6046.539020100503	0.5476055840288614
6046.816216080402	0.5529726626726482
6047.0934120603015	0.5577414089551359
6047.370608040201	0.5618682042185883
6047.647804020101	0.5653094298052797
6047.925	0.5680214670574514
